from;to;amount;
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88;0x6acd9f7dad865e3fdebac4d639a76528b31f6502;1555.386326;
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88;0xb4d02f6e36385a52e6bdbe58b9a43b6fcf0f7210;46;
0x0ae382a55c7a6868065dae5c6ed17825e42ceb6c;0x48c04ed5691981c42154c6167398f95e8f38a7ff;27.54;
0x37dac13a97e32b2b2d7f4b519a5050e58e20de62;0xde0f2fac2da6d72873463bbea2762d83dfcfa2d4;0;
0x2759bc7b8f9f2b47eeeffb2f5751e0cff3ff1ad8;0xf492e49a36fea194b88e5cfd034e1ee01c93c805;0;
0x54ead32fd38f1d156d53b3d23515c179fa048fda;0xaf088e715e114ceb245f1148ff6b35aa81ffa0ed;0;
0x30e5075c450f06e38f6e8693718b094a874db90a;0x223d72d95da0d87ee7d014df922593811a4155d7;0;
0xb14f907730c0306054249c568cef10234c6f5db2;0x27d0622aaa1039f3821bf36e7821fd4cb0b4c741;3;
0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852;0xa799dd44fb8a2b1b56c3e8c1d5a336bd980e9262;2338.986688;Tokens
0x78d7bd2deae451e411b0bbe9b516791bbcb5c795;0xdc3ff3ecffbdb48f3fbdf6720b3fa121b3b30a4f;540.156633;
0x8091acbcde80f9ba4157458d4eb12c9660ed2beb;0xa0a5b0c5a5f024a916611e3cec1c8eafdf5dc744;11.1219;
0xdfd5293d8e347dfe59e90efd55b2956a1343963d;0x73bf90268ce854dcfe6405d7b68353a64b64ce6f;671.494173;
0x29a60d4780aef036750db44eb76ce2b47b0eab6f;0xb57ee86c3c6636f88005eabda163861fe2c3792f;995.711626;
0x224e5bd2931fe6e2b868b1dcd34fbf745bf1d5ac;0x28c6c06298d514db089934071355e5743bf21d60;25;
0xa9568cea85c576e90a4b343b2b7a7e0915105b03;0x28c6c06298d514db089934071355e5743bf21d60;210;
0xb75a8a88d64e1de4ac1487b2ad357dc0d855f56f;0x28c6c06298d514db089934071355e5743bf21d60;1199.089532;
0x68841a1806ff291314946eebd0cda8b348e73d6d;0xdee682aaf2ab0265d9e75bcf9d42fa81223fd2bf;7.183813;
0x28c6c06298d514db089934071355e5743bf21d60;0x311efd4e11fd652b2495036124167d4a47d8b697;1322.8;
0xbe2af1262b0427291f1d27b0b5bc5b9a4714ebae;0x28c6c06298d514db089934071355e5743bf21d60;614.820061;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x216b96f08bd7bf2c81649452f2a1d525f5c1ee87;491.131185;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0xbc6cc78219606d682ae60d75c28d6d72cdbad28f;972.153562;
0x13e464a06df694893f6b07e49b6d84d4bece04c9;0x24bd2d7b6f1164a5cb83129307ed8bf40e11ae26;167;
0x5f65f7b609678448494de4c87521cdf6cef1e932;0x7863251bae5e139d17f29073b0516a7d5ee65baa;15.216454;
0x333376b8cc5f603efaee95ba8e72757045eee6c7;0x29fe1b0ebe14ee6ddedb335fd45dcaf53c532d08;10;
0xef8801eaf234ff82801821ffe2d78d60a0237f97;0xe5fa3d33d63bc0a80a4eb4c5d02e730cda0a8eb7;600;
0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3;0x8604735a4f9cb397e7a014b2956610ba4545d851;213.43;
0x75173ca7417f13e5a3b8f832d6a81d4c9907efee;0xcffad3200574698b78f32232aa9d63eabd290703;22;
0x45ccb6821c73a653d03b181bddcc69c00a3f6349;0xca95a29215b76d980300046078193e85d9146e9e;1280.897156;
0xbe8f7b9974e15439c16be36f873257203f3b78d1;0x6dfc34609a05bc22319fa4cce1d1e2929548c0d7;77.988692;
0x1440ec793ae50fa046b95bfeca5af475b6003f9e;0xf72526c184ea6bc891c33ce477eece333f8b90e1;477.47;
0x14c4017f81675f7ac1321218d4a385a2d3117328;0xaf19a53e9b825038a46d8983ff039e8099781676;2163.83;
0x987735fdd5c2ef77b44994bf0b072d7af514058e;0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852;91.6;
0x945bcf562085de2d5875b9e2012ed5fd5cfab927;0xe66b31678d6c16e9ebf358268a790b763c133750;2965.834479;
0xe66b31678d6c16e9ebf358268a790b763c133750;0x2f56840f71074de11177828c20a6e964388a8233;2965.834479;
0x29a60d4780aef036750db44eb76ce2b47b0eab6f;0x4758b6b737885ae5637eb60dcaeef5eb235d24e0;1495.662232;
0xb956a30d4346e781c89a0ee678448974e2f7de86;0x6b8d34e6a74600f02953e7fdd5c1e8e0210f5e51;84.200918;
0xa799dd44fb8a2b1b56c3e8c1d5a336bd980e9262;0x24c75a7f5973c1d27f5de32d198adaf259ae79a3;16967.791866;
0xecd8e00b748c1bab026323122358659d672902e2;0x49c3e007d0f8772708481cee75bbcb9d1a813eaa;49.994751;
0x4054dcd554cccd676cfa053f9344cfaf42c3bfd5;0x02bd92d8ece3bfe9ec77962ce7efac27e2d67634;300;
0x9822c731b38009a05384ffd757c854f71ce751f9;0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852;5;
0xa52a62f37adfecb8865c8b1d5f3d8af8ecc78cdb;0xc3695d80efce79b9bce3bf67c28ac939598f1104;52;
0x87807cacae9ddd5949aab3fce3f823a24a34b159;0xe34952cfbe7b4097a23dc901110d61b3137a4867;1295;
0x0a591a34b864731e7c099f6e61f269e168e28d1b;0x3aeec3f2e0e49d2921105a66584c300c5d40e6ce;75453.37018;
0xd42f958e1c3e2a10e5d66343c4c9a57726e5b4b6;0xef3e7ac69435bc07248495cfc188817000977635;142.7;
0x28c6c06298d514db089934071355e5743bf21d60;0x36ff50a84cd86b402ac70968494e8e5ab64a70b9;185.475135;
0xdfd5293d8e347dfe59e90efd55b2956a1343963d;0x285be7f2cb23d28a046d5f917047d9d8637c23a5;75.8;
0x29a60d4780aef036750db44eb76ce2b47b0eab6f;0x4083cf51d47e00041529e76453f440c6f72f277e;1995.612838;
0x945bcf562085de2d5875b9e2012ed5fd5cfab927;0x74de5d4fcbf63e00296fd95d33236b9794016631;6606.842489;
0x945bcf562085de2d5875b9e2012ed5fd5cfab927;0xad30f7eebd9bd5150a256f47da41d4403033cdf0;4.624789;
0x74de5d4fcbf63e00296fd95d33236b9794016631;0x4c64f00192da89486c1eec2f12bfa74cbec413e1;6606.842489;
0xfa189ca03f671f1a1c3bf9fcbd42624831fa7e63;0x7822d04d3d0d6ba3ba1baf1479ddec35e8cf8b8e;282;
0xef62bf81814471fc261ecaeea51be6ba3e94a61a;0xc70d5288df6e30286e19fdc1c1d68ea5739584ba;50;
0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1;0x1bb1ce29907d50f26e75cf2f68e5f71d77c8e35d;1;
0xa013f225ad2d31e685e48805016b4ef87ee393bf;0xec30d02f10353f8efc9601371f56e808751f396f;513.64293;
0x58880a75f708ad260765b2f45cc7d877826d137d;0xec30d02f10353f8efc9601371f56e808751f396f;600;
0x729fdbdae40ab6aab0334794a3724c4fcbf3a133;0xec30d02f10353f8efc9601371f56e808751f396f;15;
0xa0ae08db24a51b16165b9034338ee3d735408422;0xec30d02f10353f8efc9601371f56e808751f396f;355.916985;
0xf538c6897bbd50f74e28c2effb7f553ef410b8f5;0xec30d02f10353f8efc9601371f56e808751f396f;593.34;
0x1e9aa5e8c166618dff3dcba84624462ddfc38175;0xec30d02f10353f8efc9601371f56e808751f396f;32.397364;
0xf12e2535ea23053449b72be5ec97f8f058016c3d;0xec30d02f10353f8efc9601371f56e808751f396f;352.8;
0xc2ced32d2d7a956cd199e025b591d48977bcae6b;0xec30d02f10353f8efc9601371f56e808751f396f;7116.28848;
0x585bca5f75c102503fa8da4a07b5f19e4a3f684e;0xec30d02f10353f8efc9601371f56e808751f396f;101.171693;
0xaa350417c68803b858167ac684ac89563b256912;0xec30d02f10353f8efc9601371f56e808751f396f;1722.344503;
0xa055d0c162b845a38168f272a16115d8acff232a;0xec30d02f10353f8efc9601371f56e808751f396f;355.848521;
0xcbfdcb9b798782e31797b2409e2ff07d8f3ea374;0xec30d02f10353f8efc9601371f56e808751f396f;66;
0xf51f3fdf0fcafefb878332b076b6c42fea5224d9;0xec30d02f10353f8efc9601371f56e808751f396f;57.023009;
0xc637138d39c9fe56ee37087915a68ce89c09f653;0xec30d02f10353f8efc9601371f56e808751f396f;1656.108436;
0xbca7046dc12a7b678ea58e7c9a9084c27297cc99;0xec30d02f10353f8efc9601371f56e808751f396f;100.8;
0x11b85364799fbcaa28091a54323f562fde9c973d;0x5259ca5529eab9dbab67f040be07a7327f34c434;10;
0x46340b20830761efd32832a74d7169b29feb9758;0x5c2ab5dc71ced4d3a07f048dc9c068dfd4fc4d53;80238.65;
0x46340b20830761efd32832a74d7169b29feb9758;0x7ce77fb329cb450490cba926425e4526ddd14e7d;20.50526;
0x46340b20830761efd32832a74d7169b29feb9758;0xa42618687888ab28ea68ec529a91e4e88eaeb4c4;14.601016;
0x912fd21d7a69678227fe6d08c64222db41477ba0;0x7820b4d385edd8d0d953d4acb003b6c51cc12dc0;95.000999;
0xb4d02f6e36385a52e6bdbe58b9a43b6fcf0f7210;0x180ba7c7c665b1e45eaea30939f1ed13ea2a6c85;46;
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98;0xb08213a09fc2405c19906f22d23008b33acb82bd;4018.250486;
0xfb35c872989ec9ad1996b97ad4da1f5dddf3f4d3;0xc82539adca6b690f28658483955a565e2e45d818;13820.2271;
0x28c6c06298d514db089934071355e5743bf21d60;0xee7126d0a75c3a78a722ba69c9e1ace7daf3957b;505.8;
0xbf2d5873f661d63720f85ace6eb4bc6a3eeecd92;0xec30d02f10353f8efc9601371f56e808751f396f;109.432525;
0x03b30aea1eae166e11a6ce67c52f316b79b6d7c8;0xec30d02f10353f8efc9601371f56e808751f396f;34.39;
0xf951773ee3f4a6a693c28063d11cf4cb6235aedf;0xec30d02f10353f8efc9601371f56e808751f396f;55;
0x65ea50106da71d901f0127b74b1c9bd800fc11ce;0xec30d02f10353f8efc9601371f56e808751f396f;29995.8;
0x17f1a51da68d27c94d2a51d92b27b5bd4718b986;0x1fd73bc937822c3886f853b115e8204d5fa7cbc5;7487.244325;
0x11b815efb8f581194ae79006d24e0d814b7697f6;0xbd4c1358ec10cf08599a8016d896584f296d5186;178.914065;
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d;0x21eb82d6b270500b770d448c76515fb1e74abe79;999.015342;
0x974caa59e49682cda0ad2bbe82983419a2ecc400;0x1d2dde8ac4f90886202a24f6bf8a3950172a0ddf;15;
0x631574bf41f59746bc3eebea0cad8e289cd6aaf2;0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88;3999.999999;
0xef8801eaf234ff82801821ffe2d78d60a0237f97;0x3cd7c5a878cec03dc15ccc6b7c9636a906f3e080;1883;
0x2fa5c3d4f52134258abc060cd40afed14e45f602;0x05cdb1526f6e224e02919a4c018d9784ea25eb3d;26171.6;
0x408b27483c14c51321ed26755c457f0f729f4045;0x6dfc34609a05bc22319fa4cce1d1e2929548c0d7;295.8;
0xa1f929801f93613af3c9abe2a275906bf3dcc885;0xf5491f793d47a6ea22f5e0b9ad3990cf66c4b40b;554.563151;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x61f6c103902e3803c537c12fcd14bdf0e5b5e4f7;10;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x24e24c0d607b577e5a2c77669a59f4f7663f945b;70;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x93afc7bff3c2574a1856e733ef14e7ef0146c0d2;99.990501;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x5c324b7186ec305297a2db583e398fae11d61aaf;996.466028;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x1cd9ecd53328d098b522a71e4e1719d4fcb6a2ca;49996.963073;
0x7a67057ff22a1df1784121246fa3e9a51a736fc0;0x74de5d4fcbf63e00296fd95d33236b9794016631;1;
0x74de5d4fcbf63e00296fd95d33236b9794016631;0x56178a0d5f301baf6cf3e1cd53d9863437345bf9;1;
0x44be5204c2df01ca19d555996f6551a4a6027479;0x85ebecd2a84092d1a5a4d6bc5166373d5d64159b;0;
0x620a0cbf86f020dd5fd075e5cc238d0adbd23045;0xcfc998fa1bd5fd55364302fbc1c6402a81f79d72;0;
0x1bb24efd5b97d0f4b024a6982978441b08743680;0x74de5d4fcbf63e00296fd95d33236b9794016631;10;
0x74de5d4fcbf63e00296fd95d33236b9794016631;0x56178a0d5f301baf6cf3e1cd53d9863437345bf9;10;
0x11b815efb8f581194ae79006d24e0d814b7697f6;0x434d20f4286711530e945957f77384649c5301a7;6413.253594;
0xeb6b882a295d316ac62c8cfcc81c3e37c084b7c5;0x3416cf6c708da44db2624d63ea0aaef7113527c6;8056.844588;
0xbce4db79211efd314b7b7885e6ca7489bea19c2c;0xcd3b6f6d4c5b46923793808b3a28c969c86346a0;5581.94;
0x6aec4f0204ded948745284981efc2f529dfc52aa;0xec30d02f10353f8efc9601371f56e808751f396f;532.8;
0x13d0a8a2db5f895fbc0f78023a78a4207219721e;0xec30d02f10353f8efc9601371f56e808751f396f;3991.600695;
0xa4684cdcb60781366080583972c02421bccbd557;0xec30d02f10353f8efc9601371f56e808751f396f;1133;
0x42c80a42c2c225a3e7dff90beb2ca5818a743a74;0xec30d02f10353f8efc9601371f56e808751f396f;1033.563773;
0xae07115cd0201c614126e3f2766668141f8a5eb5;0xec30d02f10353f8efc9601371f56e808751f396f;209.18;
0x6779b7efaeda2720d03c1a36652065a29a57cae7;0xec30d02f10353f8efc9601371f56e808751f396f;21991.1992;
0xb4336607d2f6f4c94c1b2ed4038e82e4744612c6;0xec30d02f10353f8efc9601371f56e808751f396f;145.8;
0xc64150ed88bab8fc1e090f6df86c94ac33530921;0xec30d02f10353f8efc9601371f56e808751f396f;495.8;
0x7b84a5061c63d72e6d69ba22c22d62211fe832a4;0xec30d02f10353f8efc9601371f56e808751f396f;651.6;
0xc1d35a31d104197beaf3c96b8f8fd00095f39331;0xec30d02f10353f8efc9601371f56e808751f396f;1357.23249;
0x7e9640979888e74d4b755a8e0e4d92e2b911cad5;0xec30d02f10353f8efc9601371f56e808751f396f;358.855383;
0xc42ca81d3bf0a381f1880dca6cba5f745365c03b;0xec30d02f10353f8efc9601371f56e808751f396f;988.050936;
0x352c48b944e0a10a1585501ca86cca125146e2ff;0xec30d02f10353f8efc9601371f56e808751f396f;11495.8;
0x77dde1a1b3177a8b487c33893e6ca8e37ef8f6e8;0xec30d02f10353f8efc9601371f56e808751f396f;95.08;
0x19d5d3eb2fbc2aced184746379326d2d5e35cf64;0xec30d02f10353f8efc9601371f56e808751f396f;75;
0x73731b69b08f596f279812eea96a788d974423b1;0xec30d02f10353f8efc9601371f56e808751f396f;200;
0xa45ea0ec246bce4b7999a48b639c4bd1606dbf7f;0xbd8cb4f0de8fdc429eb209b778cc599fbdc38529;141.62;
0xef8801eaf234ff82801821ffe2d78d60a0237f97;0xe71aedcb08dfa9f0906d0b097b730c63b3726343;150;
0xdfd5293d8e347dfe59e90efd55b2956a1343963d;0x6fe7ee21709539f15d95637852e86e0a0c930344;160.8;
0x9696f59e4d72e237be84ffd425dcad154bf96976;0x1750b24f7f1b0e05701f9a2e5e0598991e849bc2;51.82;
0xf60c2ea62edbfe808163751dd0d8693dcb30019c;0xa9a27123fe8f0debea9811c5ed84fcf96d079724;4994.5;
0x9696f59e4d72e237be84ffd425dcad154bf96976;0xd4e52af4a6c4bb9fc44eed820ba8f1ef3a6f0281;427.8;
0xf89d7b9c864f589bbf53a82105107622b35eaa40;0xc790df394c14931c7e2162ea0a6bfa2b6c31e1ee;458.5114;
0x9822c731b38009a05384ffd757c854f71ce751f9;0xdef171fe48cf0115b1d80b88dc8eab59176fee57;45;
0xdef171fe48cf0115b1d80b88dc8eab59176fee57;0x3416cf6c708da44db2624d63ea0aaef7113527c6;45;
0x74dec05e5b894b0efec69cdf6316971802a2f9a1;0xfcea759601e9ef83221cbe698759769b7b273983;97.684423;
0x14bb16256065ff4abf4a35c2a7c2fdf2a621cd61;0x74de5d4fcbf63e00296fd95d33236b9794016631;1763.168601;
0x74de5d4fcbf63e00296fd95d33236b9794016631;0x2acf35c9a3f4c5c3f4c78ef5fb64c3ee82f07c45;15.427725;
0x74de5d4fcbf63e00296fd95d33236b9794016631;0x9e1bdbe547a5100bb05a9fe2001b0dbe69cdc457;1747.740876;
0x9f757e14c10393856b82ee7c94db5bb06eefe13a;0xec30d02f10353f8efc9601371f56e808751f396f;84.72266;
0x923f8ceef1e9d12e9cc4a7602a0a74ec34abc2c1;0xec30d02f10353f8efc9601371f56e808751f396f;500;
0x9b35152f2afd9aeeb7d8006b066cd6221ae995a8;0xec30d02f10353f8efc9601371f56e808751f396f;286.140307;
0x2a38670e6b67906a20e636494c474a31226f4959;0xec30d02f10353f8efc9601371f56e808751f396f;315;
0x5a14812a9731e08ca16e3d6383ac9584a14f3312;0xec30d02f10353f8efc9601371f56e808751f396f;806.489049;
0xd2011954487fc9222cacfb7dfb7acd2f40dd81e2;0xec30d02f10353f8efc9601371f56e808751f396f;88.41;
0x83f74b35f1f65ace944fa7fd5845fa0b169dce8a;0xec30d02f10353f8efc9601371f56e808751f396f;195.03;
0x6124f933545620bb00d3a2f3bcdf4e33bfe524f1;0xec30d02f10353f8efc9601371f56e808751f396f;150.8;
0x08c86d9da6b3f7cefbaa6132e82a95b7780a3343;0xec30d02f10353f8efc9601371f56e808751f396f;64.409386;
0xef8801eaf234ff82801821ffe2d78d60a0237f97;0x38e15c44672f492576969cd45040eaa4cb4cef13;800;
0xa52a62f37adfecb8865c8b1d5f3d8af8ecc78cdb;0xc36903b81a9bbaed482e17e7963aab2bc0c81104;0;
0x1cd9ecd53328d098b522a71e4e1719d4fcb6a2ca;0x8db82683a55531f4ee663b6a6bf57ef413bfa909;0;
0xec30d02f10353f8efc9601371f56e808751f396f;0x91e77edb7c405d188172d07fabc6a5233220587d;337.499114;
0xec30d02f10353f8efc9601371f56e808751f396f;0xcc03bd53a98d95a6a2e23b38b614f200b5bc7b05;172.244096;
0xdfd5293d8e347dfe59e90efd55b2956a1343963d;0xbf42bb7563f41020c4b194545dc1ddca18c52c92;2687.01123;
0x28c6c06298d514db089934071355e5743bf21d60;0x54e93b0ff034c769d598638a0516c1d6a4ae65d8;1995.8;
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d;0x058052b1d02639d070ea8c0df0dd40740828b105;532.938066;
0xaa561a8259c2d0aa519e2b7cedb860dc9b9048fc;0xef8801eaf234ff82801821ffe2d78d60a0237f97;240;
0x4691e41180aa6c6192b542e44c6be3dc66865b66;0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852;180;
0xcd3b2240f86b197a1d1c9b86b12b0386523040dd;0xec30d02f10353f8efc9601371f56e808751f396f;11943.298828;
0x0defaac18f420860a29963d53ebd021a7d1feebb;0xec30d02f10353f8efc9601371f56e808751f396f;45.631513;
0x5b0d6d13480ba43f996514293140169c38f7a213;0xec30d02f10353f8efc9601371f56e808751f396f;2263.691912;
0x7765150dde5f0f97f069e739b6f463ed0de98f7b;0xec30d02f10353f8efc9601371f56e808751f396f;767.55;
0x0c7f7ba694ce47dca91284e09030fc13cc2bd31e;0xec30d02f10353f8efc9601371f56e808751f396f;2389.600038;
0xaae04b9426df8c01fe2cd4f715e0329c189700e3;0xec30d02f10353f8efc9601371f56e808751f396f;181.76744;
0x584de72607846677bc566f808622440697eef3b1;0xec30d02f10353f8efc9601371f56e808751f396f;716.430544;
0x62a866dcc879175b66ac19998bdc00f924f9cdf6;0xec30d02f10353f8efc9601371f56e808751f396f;237.841542;
0x9ee5afe83f04d5429bf2713d52323fa8803f4f22;0xec30d02f10353f8efc9601371f56e808751f396f;249.971253;
0x1c2816902a17783deffb2385f7799a7af1b75845;0xec30d02f10353f8efc9601371f56e808751f396f;96.742633;
0xb8427e8fbd1d55f940f2e302ff90d67e31954ced;0xec30d02f10353f8efc9601371f56e808751f396f;581.470414;
0xb9a7e4e532f32f012b6518709bb1e54ca83bd00f;0xec30d02f10353f8efc9601371f56e808751f396f;286.104998;
0x8f67e838524e8b53356c926117bcbf92a0a12c60;0xec30d02f10353f8efc9601371f56e808751f396f;71.606629;
0xf780f57b2084b8632a4d866010766ac117b732c7;0xec30d02f10353f8efc9601371f56e808751f396f;656.070006;
0x298df2325b2030f2af137c58a48c1ada87350bfe;0xec30d02f10353f8efc9601371f56e808751f396f;190.09;
0xa2a54546dd4c669c7220bb4b30573896e1b24af7;0xec30d02f10353f8efc9601371f56e808751f396f;85.402812;
0x8c60cdfbb6fbf0b950a2f3a9eaa8897e9f3f3da3;0xec30d02f10353f8efc9601371f56e808751f396f;492.574106;
0xbf64a6547d2c5b41e902ff6eafe4a819505cc465;0xec30d02f10353f8efc9601371f56e808751f396f;455.59;
0x40edfb3946d2504c84caad6e11373f57a372debb;0xec30d02f10353f8efc9601371f56e808751f396f;9645.485;
0x97a80e4af50468eb11ec8f3bdc9df71da4e25fbf;0xec30d02f10353f8efc9601371f56e808751f396f;6;
0x6a0487d22fe03933f3bf9b31bede2640af60d99d;0xec30d02f10353f8efc9601371f56e808751f396f;484.3;
0xcc5c523093eede9b11042a90b1604a2259ad9132;0xec30d02f10353f8efc9601371f56e808751f396f;245.005788;
0xe156a395248576600f6773cbd0704a43cd7ff80b;0xec30d02f10353f8efc9601371f56e808751f396f;794.389569;
0xb524a192efdcae71af5dc909ca721688926bf27f;0xec30d02f10353f8efc9601371f56e808751f396f;1521.846526;
0xdefea38b785086ef0f0fe92452eb7f3c4357e7dd;0xec30d02f10353f8efc9601371f56e808751f396f;195.8;
0x0bd3dca25052318f20c165eb213e527fa5de0f60;0xec30d02f10353f8efc9601371f56e808751f396f;456.895988;
0x81e2ec6153620ab1cd4d41fcd4cb1e7faf3fd54e;0xec30d02f10353f8efc9601371f56e808751f396f;579.330832;
0x9c0a5b174d876cf2cad4671da4bdafcd4feb946f;0xec30d02f10353f8efc9601371f56e808751f396f;14995.8;
0x98dd9c380eb2f91111f5d478c86a86cf2da05ee4;0xec30d02f10353f8efc9601371f56e808751f396f;209.973753;
0x11b815efb8f581194ae79006d24e0d814b7697f6;0x1040af0e82b4b8bebe1dee16f756ed0af128bd42;535.549073;
0xee814e8f194042a8edc98b9873550dbf207e00c0;0xd370816267769980bd1a2136d632b80bf8cc9ab3;2;
0xeec0ed9e41c209c1c53a35900a06bf5dca927405;0x41ee42ba194af415904bce885d75734bad387bcf;1094.85441;
0x11b815efb8f581194ae79006d24e0d814b7697f6;0x5050e08626c499411b5d0e0b5af0e83d3fd82edf;91768.7376;
0x36a7b493526a95a8a971b01b77a4b6965167ae01;0x79ef70e4127920945e0e27ef1061d7e973273bdb;796.315967;
0xa45ea0ec246bce4b7999a48b639c4bd1606dbf7f;0xbd8e7361b545d99026c1685e195aab65b5228529;0;
0x8091acbcde80f9ba4157458d4eb12c9660ed2beb;0xa0a0a21e9cedaad53dbb42bfd3d39e32e182c744;0;
0xecd8e00b748c1bab026323122358659d672902e2;0x49cb3267b6e4786182e12354e5e09cbd60123eaa;0;
0xa799dd44fb8a2b1b56c3e8c1d5a336bd980e9262;0x24c75a7ff8d63203e69e6c3b731956b5b8ae79a3;0;
0xef62bf81814471fc261ecaeea51be6ba3e94a61a;0xc70d5288118930a9b1f1419c6e497238a29584ba;0;
0x0a591a34b864731e7c099f6e61f269e168e28d1b;0x3aeec3f20bfd963e4d0e17e580b1da0d8340e6ce;0;
0x11b815efb8f581194ae79006d24e0d814b7697f6;0xdef171fe48cf0115b1d80b88dc8eab59176fee57;2725.153922;
0xdef171fe48cf0115b1d80b88dc8eab59176fee57;0x332ff0d9dc587e6464cb133781f8e171f0b8c975;2725.153922;
0xf60c2ea62edbfe808163751dd0d8693dcb30019c;0xf4afdf800e571f329baf96266636414ac6cd133c;238.611322;
0x9696f59e4d72e237be84ffd425dcad154bf96976;0xba1d7dc019fc9ee0ec2f69039fff820924f83c1f;145.8;
0xdfd5293d8e347dfe59e90efd55b2956a1343963d;0xfbd12af9f0fc598a50b2159ef6a1d62bf044e3e9;270;
0x96e154df01476d412b232547894b8f91502b1d06;0x209cc9b42fe745c7a8640849f2292962ae3c9d3a;295;
0x24e24c0d607b577e5a2c77669a59f4f7663f945b;0xa7fb5ca286fc3fd67525629048a4de3ba24cba2e;70;
0xcfc0f98f30742b6d880f90155d4ebb885e55ab33;0xbe33ae1e449c903e9002f489a7e2210b2e61e6e0;286.39;
0xcfc0f98f30742b6d880f90155d4ebb885e55ab33;0x3f6c40e350d5042138f03eafa5d8476b93a7b3dc;93.67;
0x690f188554ddea41987cb39989b6f15dd9f6d66f;0xb528c92c9a5324234808ff0eb4b0ba9e8f346443;50;
0x97350133aa629568846dcfe0eb97d48096e9ca33;0xec30d02f10353f8efc9601371f56e808751f396f;771.055;
0xf741192295d8fd7798551854d6b18d3658c1d05f;0xec30d02f10353f8efc9601371f56e808751f396f;293.017518;
0xd99d2e60553905a5738d0085e35854432da75fb5;0xec30d02f10353f8efc9601371f56e808751f396f;527.003713;
0x39c72e24994569e3cfc54c3314b3d55650045b8b;0xec30d02f10353f8efc9601371f56e808751f396f;93.098858;
0x3416cf6c708da44db2624d63ea0aaef7113527c6;0x9008d19f58aabd9ed0d60971565aa8510560ab41;9668;
0x9008d19f58aabd9ed0d60971565aa8510560ab41;0x65ae0ed283fa71fd0d22f13512d7e0bd9e54c14a;9668;
0xd51a44d3fae010294c616388b506acda1bfaae46;0x280027dd00ee0050d3f9d168efd6b40090009246;40277.322112;
0xdfd5293d8e347dfe59e90efd55b2956a1343963d;0xed78b7776758e508a20e03fc8a9c6dd44cccf96d;834.23;
0x9696f59e4d72e237be84ffd425dcad154bf96976;0x7fd4c13ec40400919ff4df090ba1e0b96289e604;1195.8;
0x28c6c06298d514db089934071355e5743bf21d60;0x801e3b7c3fa712c4f11fab7237bee3512a1f8b92;925.8;
0x11b815efb8f581194ae79006d24e0d814b7697f6;0x0c6f55a1287bfdaf6f4566836e62f82cec575b5d;40.07;
0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40;0x06e52fe5b08cd2422e38620c38a6e9e25d294ed1;33996.45;
0x4c91424ef05909ae61b67499c515f0ece1bf5643;0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;7;
0x508b13d2b3cad8f909e1b3823fa3a0dfa8aece60;0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;3958.99526;
0xc357b1acf65b8530daad5921209b3cd3c60880a3;0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;1634;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0xb51eaf0030b8b96d7d61836d2093bbcdb3bbcb16;11.663103;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0xb3d1cf857541783c7bc1abf343757d05a7f3687c;47.347501;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0xd806f1297e024368f3f64e1f8b5ee0de00b44213;92.153078;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0xa54cdbb350da0ec812225b5f943e1b1651a3a860;92.760792;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x9699af027aad2fed4bbe59789b510d598a35d2b2;3409.676081;
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x1cd9ecd53328d098b522a71e4e1719d4fcb6a2ca;49996.963073;
0x58b704065b7aff3ed351052f8560019e05925023;0x847443deeeb7ada90587a1b1c7cab7311bc33cb5;537.85;
0xafc53db8506736e8264b4629e971a152ec3ff7d4;0x55b90faf6f264b2fbd996bded383ac087b3899f7;296.424124;
